Actual_AQI,Predicted_AQI,Predicted_Bucket
407.0,379.70047,Very Poor
132.0,132.52385,Moderate
108.0,125.60204,Moderate
132.0,132.28008,Moderate
502.0,452.7883,Severe
132.0,129.32516,Moderate
132.0,132.28008,Moderate
126.0,134.85095,Moderate
47.0,55.28512,Satisfactory
132.0,132.28008,Moderate
130.0,119.42209,Moderate
132.0,138.72751,Moderate
324.0,285.2285,Poor
34.0,50.08307,Satisfactory
132.0,132.28008,Moderate
149.0,182.53656,Moderate
158.0,158.82019,Moderate
88.0,87.65435,Satisfactory
76.0,81.62595,Satisfactory
250.0,293.0438,Poor
117.0,155.4644,Moderate
281.0,286.4821,Poor
272.0,326.37134,Very Poor
69.0,81.27549,Satisfactory
291.0,278.5114,Poor
384.0,243.41762,Poor
104.0,94.86309,Satisfactory
166.0,198.42488,Moderate
81.0,99.14541,Satisfactory
337.0,327.0037,Very Poor
205.0,234.20251,Poor
132.0,126.04406,Moderate
519.0,513.5649,Severe
136.0,143.65964,Moderate
149.0,154.34233,Moderate
354.0,301.62888,Very Poor
129.0,145.35744,Moderate
338.0,343.38995,Very Poor
94.0,116.7895,Moderate
117.0,123.13833,Moderate
132.0,131.08313,Moderate
230.0,238.06306,Poor
132.0,132.38228,Moderate
130.0,148.3623,Moderate
346.0,349.4494,Very Poor
1291.0,456.38434,Severe
132.0,132.28008,Moderate
143.0,136.41595,Moderate
460.0,448.7909,Severe
252.0,257.06204,Poor
96.0,78.33771,Satisfactory
60.0,73.381355,Satisfactory
68.0,72.85838,Satisfactory
132.0,116.38745,Moderate
132.0,132.52385,Moderate
117.0,105.302444,Moderate
380.0,458.77542,Severe
192.0,157.01128,Moderate
132.0,132.24051,Moderate
74.0,92.01904,Satisfactory
360.0,403.81232,Severe
53.0,62.879654,Satisfactory
132.0,132.52385,Moderate
132.0,132.38228,Moderate
296.0,207.3317,Poor
75.0,96.04733,Satisfactory
74.0,92.306465,Satisfactory
132.0,132.52385,Moderate
132.0,130.36691,Moderate
132.0,132.52385,Moderate
62.0,83.58795,Satisfactory
118.0,110.07791,Moderate
47.0,49.097973,Good
344.0,332.31174,Very Poor
132.0,126.77602,Moderate
216.0,211.84276,Poor
406.0,427.6607,Severe
132.0,132.52385,Moderate
153.0,193.92584,Moderate
34.0,53.116272,Satisfactory
132.0,129.77185,Moderate
132.0,132.52385,Moderate
71.0,57.59393,Satisfactory
312.0,302.80478,Very Poor
57.0,57.625416,Satisfactory
60.0,73.523,Satisfactory
132.0,132.52385,Moderate
299.0,296.367,Poor
289.0,282.96722,Poor
134.0,141.55547,Moderate
70.0,75.16222,Satisfactory
175.0,190.99269,Moderate
103.0,98.41479,Satisfactory
412.0,403.4026,Severe
168.0,112.39463,Moderate
97.0,126.188614,Moderate
31.0,28.286982,Good
142.0,127.651115,Moderate
242.0,211.1883,Poor
108.0,120.12133,Moderate
269.0,242.62357,Poor
63.0,79.17547,Satisfactory
181.0,154.43631,Moderate
132.0,128.01797,Moderate
163.0,185.47336,Moderate
80.0,87.35955,Satisfactory
252.0,176.31325,Moderate
73.0,83.936455,Satisfactory
319.0,327.99036,Very Poor
66.0,74.45392,Satisfactory
132.0,53.03452,Satisfactory
132.0,131.47704,Moderate
132.0,132.52385,Moderate
132.0,132.02354,Moderate
75.0,80.50758,Satisfactory
57.0,62.83551,Satisfactory
107.0,108.72724,Moderate
132.0,131.69237,Moderate
178.0,195.17387,Moderate
333.0,329.2793,Very Poor
249.0,240.97722,Poor
95.0,103.291695,Moderate
102.0,119.401306,Moderate
132.0,132.93329,Moderate
62.0,82.98454,Satisfactory
83.0,85.32036,Satisfactory
98.0,104.99633,Moderate
286.0,246.58582,Poor
93.0,83.812546,Satisfactory
132.0,131.69237,Moderate
143.0,135.78737,Moderate
115.0,130.67128,Moderate
162.0,160.3244,Moderate
128.0,131.04164,Moderate
76.0,72.26429,Satisfactory
459.0,439.39954,Severe
132.0,131.69237,Moderate
363.0,318.1491,Very Poor
132.0,132.52385,Moderate
146.0,146.97598,Moderate
375.0,346.0608,Very Poor
366.0,218.99242,Poor
52.0,67.593765,Satisfactory
103.0,119.84601,Moderate
48.0,61.477562,Satisfactory
72.0,80.604164,Satisfactory
188.0,133.77559,Moderate
146.0,139.10323,Moderate
132.0,132.52385,Moderate
98.0,101.40687,Moderate
120.0,106.76686,Moderate
164.0,95.48687,Satisfactory
174.0,228.03142,Poor
136.0,143.10553,Moderate
132.0,132.52385,Moderate
55.0,60.285374,Satisfactory
316.0,310.96146,Very Poor
391.0,393.49945,Very Poor
132.0,132.52385,Moderate
168.0,147.5912,Moderate
132.0,143.87233,Moderate
244.0,262.143,Poor
132.0,110.90135,Moderate
100.0,101.286896,Moderate
353.0,307.9085,Very Poor
132.0,132.28008,Moderate
60.0,81.81964,Satisfactory
189.0,117.84086,Moderate
396.0,383.08972,Very Poor
251.0,239.65126,Poor
132.0,132.52385,Moderate
68.0,73.08556,Satisfactory
98.0,111.39069,Moderate
132.0,131.47704,Moderate
96.0,103.03774,Moderate
98.0,77.74467,Satisfactory
313.0,270.70108,Poor
132.0,132.52385,Moderate
132.0,130.70055,Moderate
134.0,90.008675,Satisfactory
132.0,148.67061,Moderate
80.0,74.250465,Satisfactory
65.0,72.44949,Satisfactory
132.0,130.43683,Moderate
102.0,135.57466,Moderate
576.0,547.94165,Severe
74.0,72.71192,Satisfactory
270.0,281.18018,Poor
132.0,132.52385,Moderate
81.0,91.56628,Satisfactory
396.0,402.85864,Severe
85.0,145.99045,Moderate
78.0,73.58649,Satisfactory
83.0,96.327774,Satisfactory
135.0,170.20978,Moderate
378.0,385.42267,Very Poor
88.0,80.985306,Satisfactory
332.0,310.95337,Very Poor
302.0,132.52385,Moderate
73.0,90.849014,Satisfactory
278.0,223.04692,Poor
174.0,204.40714,Poor
346.0,336.7012,Very Poor
106.0,128.78987,Moderate
353.0,454.52423,Severe
132.0,138.87224,Moderate
132.0,132.28008,Moderate
132.0,132.28008,Moderate
90.0,81.35997,Satisfactory
79.0,93.40136,Satisfactory
70.0,64.125916,Satisfactory
98.0,120.30224,Moderate
190.0,143.67499,Moderate
132.0,49.32559,Good
58.0,69.79727,Satisfactory
119.0,124.9843,Moderate
390.0,401.56052,Severe
447.0,348.33496,Very Poor
132.0,116.193634,Moderate
278.0,312.6167,Very Poor
306.0,276.97797,Poor
128.0,102.76035,Moderate
151.0,172.23276,Moderate
71.0,83.21076,Satisfactory
114.0,103.09821,Moderate
54.0,61.898746,Satisfactory
139.0,160.20352,Moderate
439.0,468.30035,Severe
32.0,43.975197,Good
84.0,72.06734,Satisfactory
132.0,117.33486,Moderate
163.0,157.14685,Moderate
74.0,78.79856,Satisfactory
356.0,330.17676,Very Poor
72.0,85.440384,Satisfactory
80.0,104.31141,Moderate
132.0,132.52385,Moderate
132.0,131.43152,Moderate
377.0,342.67667,Very Poor
66.0,42.594604,Good
84.0,69.01047,Satisfactory
792.0,635.7953,Severe
44.0,55.372623,Satisfactory
126.0,138.77316,Moderate
56.0,65.295235,Satisfactory
86.0,132.52385,Moderate
91.0,92.304016,Satisfactory
132.0,132.28008,Moderate
113.0,123.16172,Moderate
204.0,233.98807,Poor
153.0,204.22107,Poor
357.0,328.96234,Very Poor
465.0,406.22195,Severe
78.0,82.59057,Satisfactory
155.0,158.79813,Moderate
354.0,317.66492,Very Poor
78.0,112.95853,Moderate
206.0,186.4976,Moderate
351.0,337.2123,Very Poor
94.0,96.74734,Satisfactory
60.0,83.26424,Satisfactory
559.0,471.96677,Severe
382.0,497.2895,Severe
648.0,675.77045,Severe
428.0,411.9827,Severe
231.0,187.81723,Moderate
132.0,132.52385,Moderate
221.0,207.8043,Poor
132.0,132.28008,Moderate
89.0,92.24332,Satisfactory
132.0,132.52385,Moderate
99.0,91.03018,Satisfactory
83.0,108.16137,Moderate
458.0,408.5408,Severe
342.0,380.9694,Very Poor
132.0,132.52385,Moderate
243.0,292.41446,Poor
132.0,132.52385,Moderate
312.0,285.56137,Poor
274.0,253.77917,Poor
290.0,300.6373,Very Poor
118.0,138.46652,Moderate
137.0,140.16228,Moderate
31.0,52.578693,Satisfactory
132.0,130.11465,Moderate
252.0,262.05777,Poor
97.0,100.07497,Moderate
107.0,129.50941,Moderate
210.0,123.56976,Moderate
414.0,395.50296,Very Poor
81.0,92.473465,Satisfactory
164.0,139.75609,Moderate
180.0,242.63225,Poor
509.0,520.14685,Severe
392.0,363.68698,Very Poor
926.0,491.6348,Severe
275.0,283.68124,Poor
145.0,147.51118,Moderate
334.0,340.1339,Very Poor
288.0,292.0058,Poor
140.0,133.86746,Moderate
436.0,406.08447,Severe
343.0,302.35806,Very Poor
112.0,73.60774,Satisfactory
361.0,349.53033,Very Poor
132.0,144.32564,Moderate
18.0,34.46919,Good
67.0,95.762024,Satisfactory
185.0,151.52226,Moderate
195.0,167.22803,Moderate
132.0,106.49055,Moderate
73.0,90.506004,Satisfactory
74.0,79.24242,Satisfactory
293.0,261.73697,Poor
132.0,133.8108,Moderate
145.0,142.43387,Moderate
67.0,100.025444,Moderate
26.0,47.9364,Good
96.0,103.05389,Moderate
233.0,313.44095,Very Poor
177.0,54.691463,Satisfactory
37.0,39.736763,Good
132.0,132.28008,Moderate
30.0,72.33446,Satisfactory
81.0,100.36772,Moderate
81.0,99.412254,Satisfactory
91.0,88.90927,Satisfactory
293.0,327.3984,Very Poor
225.0,147.11023,Moderate
127.0,110.29268,Moderate
449.0,468.87344,Severe
66.0,72.56728,Satisfactory
194.0,206.32936,Poor
109.0,108.518,Moderate
132.0,132.28008,Moderate
277.0,307.47256,Very Poor
267.0,281.5535,Poor
126.0,130.62071,Moderate
56.0,66.04031,Satisfactory
482.0,483.21967,Severe
132.0,130.72081,Moderate
17.0,54.82511,Satisfactory
132.0,132.28008,Moderate
130.0,119.88594,Moderate
197.0,239.6209,Poor
172.0,173.41261,Moderate
210.0,134.83054,Moderate
186.0,200.7087,Poor
132.0,127.9317,Moderate
62.0,93.12542,Satisfactory
89.0,129.58655,Moderate
132.0,130.70055,Moderate
126.0,98.01367,Satisfactory
92.0,134.53366,Moderate
132.0,127.881584,Moderate
329.0,315.27304,Very Poor
375.0,379.293,Very Poor
96.0,109.760124,Moderate
132.0,119.74415,Moderate
77.0,89.11634,Satisfactory
164.0,144.27464,Moderate
215.0,268.31076,Poor
221.0,188.88985,Moderate
132.0,96.48025,Satisfactory
132.0,130.70027,Moderate
155.0,182.71936,Moderate
94.0,109.693756,Moderate
293.0,244.4747,Poor
104.0,128.01364,Moderate
189.0,216.22075,Poor
57.0,63.028538,Satisfactory
132.0,132.52385,Moderate
54.0,62.06339,Satisfactory
89.0,94.47379,Satisfactory
243.0,197.43707,Moderate
80.0,80.26463,Satisfactory
341.0,319.41736,Very Poor
132.0,132.52385,Moderate
217.0,218.90643,Poor
132.0,139.60045,Moderate
92.0,100.12775,Moderate
98.0,124.43049,Moderate
183.0,152.07675,Moderate
54.0,56.519257,Satisfactory
326.0,325.35327,Very Poor
368.0,339.89694,Very Poor
101.0,102.51155,Moderate
120.0,113.89992,Moderate
141.0,191.5355,Moderate
132.0,132.52385,Moderate
258.0,233.0278,Poor
130.0,126.60409,Moderate
177.0,144.82874,Moderate
132.0,138.422,Moderate
412.0,433.26807,Severe
429.0,399.34717,Very Poor
74.0,72.31809,Satisfactory
62.0,78.86932,Satisfactory
132.0,132.52385,Moderate
131.0,245.06853,Poor
342.0,329.71503,Very Poor
376.0,379.93686,Very Poor
106.0,130.8088,Moderate
327.0,297.86694,Poor
138.0,140.26248,Moderate
91.0,92.19448,Satisfactory
62.0,44.135967,Good
64.0,58.839157,Satisfactory
121.0,159.91806,Moderate
178.0,120.714714,Moderate
132.0,130.70055,Moderate
43.0,66.511665,Satisfactory
87.0,81.8878,Satisfactory
68.0,83.11018,Satisfactory
119.0,136.61362,Moderate
132.0,132.52385,Moderate
187.0,174.77617,Moderate
132.0,135.91783,Moderate
543.0,538.4446,Severe
132.0,132.52385,Moderate
284.0,306.525,Very Poor
167.0,162.83356,Moderate
132.0,132.24051,Moderate
202.0,213.21008,Poor
209.0,188.42958,Moderate
100.0,109.014755,Moderate
57.0,70.12025,Satisfactory
83.0,104.97018,Moderate
119.0,124.84127,Moderate
106.0,121.31776,Moderate
337.0,317.5719,Very Poor
283.0,353.44458,Very Poor
81.0,114.547424,Moderate
366.0,379.22537,Very Poor
343.0,336.88965,Very Poor
81.0,96.76082,Satisfactory
145.0,152.37317,Moderate
102.0,147.94925,Moderate
94.0,116.28305,Moderate
122.0,135.30988,Moderate
61.0,75.38945,Satisfactory
46.0,59.824238,Satisfactory
132.0,132.52385,Moderate
108.0,106.993866,Moderate
103.0,109.257996,Moderate
132.0,131.47704,Moderate
143.0,145.0106,Moderate
136.0,116.654274,Moderate
386.0,458.79016,Severe
78.0,91.93084,Satisfactory
132.0,132.28008,Moderate
113.0,117.32138,Moderate
32.0,45.52719,Good
174.0,153.73071,Moderate
94.0,106.197464,Moderate
328.0,335.82907,Very Poor
307.0,305.75232,Very Poor
202.0,137.99982,Moderate
206.0,212.48792,Poor
132.0,387.3978,Very Poor
304.0,268.12097,Poor
132.0,124.84747,Moderate
58.0,74.261635,Satisfactory
314.0,299.84848,Poor
290.0,205.54596,Poor
201.0,220.39304,Poor
189.0,199.14764,Moderate
132.0,132.52385,Moderate
114.0,143.57454,Moderate
220.0,172.7636,Moderate
335.0,333.2581,Very Poor
78.0,119.472694,Moderate
359.0,365.9006,Very Poor
294.0,206.7371,Poor
66.0,71.998505,Satisfactory
69.0,75.770905,Satisfactory
132.0,132.52385,Moderate
185.0,212.23929,Poor
105.0,114.29238,Moderate
94.0,108.43685,Moderate
226.0,211.35016,Poor
372.0,358.42032,Very Poor
110.0,109.13277,Moderate
123.0,104.91415,Moderate
111.0,152.36292,Moderate
75.0,77.22231,Satisfactory
102.0,94.37482,Satisfactory
132.0,132.52385,Moderate
724.0,622.2183,Severe
109.0,124.078445,Moderate
131.0,152.59663,Moderate
132.0,120.63155,Moderate
107.0,106.57246,Moderate
114.0,115.090614,Moderate
132.0,130.70055,Moderate
209.0,221.42181,Poor
104.0,113.77761,Moderate
111.0,113.52873,Moderate
212.0,238.20882,Poor
101.0,100.442314,Moderate
132.0,132.38228,Moderate
297.0,199.20764,Moderate
103.0,94.84993,Satisfactory
310.0,254.83244,Poor
350.0,348.5619,Very Poor
132.0,5.8673882,Good
218.0,199.91866,Moderate
351.0,366.90488,Very Poor
535.0,503.41272,Severe
132.0,132.28008,Moderate
44.0,62.834988,Satisfactory
164.0,82.69349,Satisfactory
252.0,210.4379,Poor
74.0,66.948616,Satisfactory
68.0,67.18871,Satisfactory
132.0,132.57214,Moderate
132.0,90.555855,Satisfactory
132.0,125.41968,Moderate
42.0,50.012585,Satisfactory
132.0,131.43152,Moderate
101.0,82.65666,Satisfactory
96.0,67.88686,Satisfactory
493.0,443.37918,Severe
132.0,314.8587,Very Poor
448.0,437.67346,Severe
168.0,115.77441,Moderate
102.0,119.27495,Moderate
213.0,207.55469,Poor
81.0,80.445335,Satisfactory
132.0,129.7079,Moderate
132.0,132.38228,Moderate
76.0,79.3496,Satisfactory
77.0,70.4657,Satisfactory
132.0,141.47397,Moderate
96.0,110.78117,Moderate
36.0,45.418186,Good
95.0,89.70867,Satisfactory
160.0,130.8998,Moderate
132.0,114.66605,Moderate
106.0,131.37,Moderate
193.0,208.7933,Poor
497.0,537.9015,Severe
101.0,100.77855,Moderate
412.0,378.43106,Very Poor
300.0,309.5015,Very Poor
112.0,143.06471,Moderate
132.0,132.28008,Moderate
331.0,309.21005,Very Poor
104.0,93.18326,Satisfactory
130.0,124.8952,Moderate
151.0,137.01457,Moderate
32.0,40.30833,Good
143.0,149.49141,Moderate
170.0,222.13925,Poor
128.0,102.11858,Moderate
247.0,238.64294,Poor
360.0,343.18744,Very Poor
595.0,552.91284,Severe
386.0,393.22726,Very Poor
336.0,263.137,Poor
92.0,94.98112,Satisfactory
62.0,61.63161,Satisfactory
136.0,141.83337,Moderate
144.0,159.1837,Moderate
162.0,160.85773,Moderate
343.0,359.73416,Very Poor
115.0,129.95148,Moderate
186.0,194.58527,Moderate
132.0,132.52385,Moderate
59.0,69.28212,Satisfactory
110.0,118.747116,Moderate
299.0,171.84302,Moderate
402.0,399.22668,Very Poor
325.0,311.34058,Very Poor
64.0,95.39476,Satisfactory
92.0,88.074715,Satisfactory
387.0,316.85046,Very Poor
132.0,133.87878,Moderate
244.0,244.49815,Poor
132.0,65.540665,Satisfactory
63.0,132.52385,Moderate
132.0,136.70337,Moderate
50.0,53.835552,Satisfactory
422.0,412.806,Severe
319.0,261.18033,Poor
173.0,113.05079,Moderate
279.0,237.74231,Poor
132.0,132.52385,Moderate
89.0,119.16661,Moderate
74.0,80.725975,Satisfactory
132.0,132.52385,Moderate
139.0,139.93187,Moderate
235.0,238.99042,Poor
191.0,151.65674,Moderate
57.0,63.103073,Satisfactory
76.0,78.51683,Satisfactory
81.0,78.95549,Satisfactory
132.0,130.04652,Moderate
117.0,123.90259,Moderate
36.0,61.075462,Satisfactory
100.0,91.12751,Satisfactory
309.0,306.14322,Very Poor
160.0,174.12625,Moderate
173.0,142.38165,Moderate
174.0,193.22787,Moderate
51.0,67.663,Satisfactory
99.0,115.493454,Moderate
637.0,619.6918,Severe
361.0,397.2854,Very Poor
353.0,318.96503,Very Poor
115.0,125.408455,Moderate
132.0,131.43152,Moderate
70.0,63.83016,Satisfactory
66.0,77.00354,Satisfactory
159.0,152.4623,Moderate
176.0,148.21219,Moderate
132.0,121.67218,Moderate
132.0,131.181,Moderate
395.0,388.93408,Very Poor
132.0,132.52385,Moderate
173.0,156.49574,Moderate
89.0,107.20757,Moderate
175.0,152.06718,Moderate
85.0,100.3195,Moderate
168.0,127.80917,Moderate
324.0,316.6178,Very Poor
180.0,180.29735,Moderate
87.0,63.98993,Satisfactory
295.0,300.78354,Very Poor
132.0,132.52385,Moderate
130.0,143.96336,Moderate
170.0,130.49007,Moderate
132.0,125.219215,Moderate
113.0,112.87511,Moderate
129.0,121.09631,Moderate
66.0,77.33019,Satisfactory
371.0,384.86932,Very Poor
417.0,417.52856,Severe
132.0,131.47704,Moderate
114.0,109.14989,Moderate
153.0,137.70026,Moderate
328.0,325.15482,Very Poor
65.0,78.99471,Satisfactory
197.0,237.51796,Poor
130.0,134.67809,Moderate
57.0,72.312126,Satisfactory
315.0,147.22887,Moderate
132.0,132.52385,Moderate
373.0,348.16776,Very Poor
69.0,76.58715,Satisfactory
314.0,295.41254,Poor
115.0,117.6427,Moderate
252.0,198.93065,Moderate
98.0,100.89737,Moderate
68.0,68.432816,Satisfactory
813.0,345.84116,Very Poor
85.0,88.7385,Satisfactory
132.0,132.52385,Moderate
112.0,108.79532,Moderate
149.0,154.38783,Moderate
132.0,132.24051,Moderate
58.0,77.24203,Satisfactory
132.0,132.52385,Moderate
378.0,404.04288,Severe
108.0,149.9267,Moderate
126.0,125.38215,Moderate
135.0,132.5952,Moderate
132.0,131.43152,Moderate
51.0,57.099712,Satisfactory
96.0,124.33801,Moderate
1430.0,1153.7346,Severe
340.0,335.2738,Very Poor
653.0,555.1298,Severe
230.0,237.9722,Poor
274.0,287.1272,Poor
102.0,107.7316,Moderate
55.0,63.786777,Satisfactory
159.0,199.36134,Moderate
132.0,144.46053,Moderate
80.0,89.44149,Satisfactory
311.0,298.2278,Poor
43.0,84.353516,Satisfactory
181.0,162.80035,Moderate
133.0,103.8756,Moderate
132.0,132.52385,Moderate
293.0,262.20953,Poor
207.0,238.65266,Poor
132.0,132.52385,Moderate
187.0,266.6995,Poor
177.0,168.2661,Moderate
126.0,141.8573,Moderate
104.0,106.09814,Moderate
288.0,284.71274,Poor
165.0,137.23895,Moderate
102.0,99.99676,Satisfactory
132.0,132.38228,Moderate
167.0,196.79903,Moderate
66.0,59.36243,Satisfactory
199.0,246.11516,Poor
99.0,103.51723,Moderate
117.0,124.42399,Moderate
301.0,285.08344,Poor
32.0,39.426537,Good
167.0,180.57695,Moderate
68.0,89.0238,Satisfactory
132.0,132.52385,Moderate
184.0,156.65054,Moderate
132.0,132.52385,Moderate
161.0,232.5266,Poor
132.0,132.52385,Moderate
132.0,132.52385,Moderate
183.0,207.88116,Poor
132.0,129.99956,Moderate
132.0,130.4592,Moderate
44.0,59.927372,Satisfactory
78.0,99.38728,Satisfactory
132.0,132.28008,Moderate
121.0,122.49762,Moderate
132.0,132.28008,Moderate
118.0,88.538826,Satisfactory
50.0,66.22814,Satisfactory
373.0,352.8814,Very Poor
132.0,131.47704,Moderate
86.0,98.90261,Satisfactory
243.0,194.09799,Moderate
116.0,124.034035,Moderate
589.0,517.2892,Severe
333.0,338.77744,Very Poor
45.0,50.751312,Satisfactory
73.0,82.43234,Satisfactory
59.0,56.015327,Satisfactory
330.0,312.89093,Very Poor
210.0,207.70476,Poor
108.0,108.37972,Moderate
132.0,132.52385,Moderate
253.0,220.05678,Poor
100.0,110.76701,Moderate
91.0,89.15673,Satisfactory
222.0,237.02995,Poor
154.0,167.29771,Moderate
536.0,536.9488,Severe
240.0,206.50117,Poor
120.0,109.47873,Moderate
128.0,135.64966,Moderate
326.0,315.04446,Very Poor
318.0,329.348,Very Poor
132.0,132.38228,Moderate
363.0,401.45367,Severe
132.0,132.52385,Moderate
304.0,288.04877,Poor
84.0,87.3338,Satisfactory
570.0,327.77762,Very Poor
301.0,314.83682,Very Poor
56.0,58.776924,Satisfactory
46.0,68.14502,Satisfactory
75.0,89.63994,Satisfactory
335.0,348.91614,Very Poor
89.0,110.21811,Moderate
82.0,79.861496,Satisfactory
306.0,298.5624,Poor
132.0,130.82135,Moderate
45.0,55.84537,Satisfactory
330.0,313.92126,Very Poor
62.0,81.31903,Satisfactory
115.0,108.07118,Moderate
376.0,387.29028,Very Poor
144.0,176.97595,Moderate
72.0,96.24454,Satisfactory
338.0,358.2093,Very Poor
92.0,112.55752,Moderate
178.0,132.52385,Moderate
81.0,95.10217,Satisfactory
73.0,68.13586,Satisfactory
434.0,400.26004,Severe
360.0,332.7416,Very Poor
61.0,61.82611,Satisfactory
132.0,132.52385,Moderate
105.0,108.155495,Moderate
132.0,132.52385,Moderate
132.0,129.8043,Moderate
132.0,132.52385,Moderate
415.0,418.606,Severe
129.0,142.07535,Moderate
30.0,34.019234,Good
132.0,132.52385,Moderate
100.0,108.989655,Moderate
101.0,371.01184,Very Poor
132.0,283.94336,Poor
82.0,99.61951,Satisfactory
97.0,106.5991,Moderate
132.0,131.98328,Moderate
99.0,101.545265,Moderate
100.0,112.763145,Moderate
106.0,101.395226,Moderate
84.0,118.4383,Moderate
128.0,139.26993,Moderate
132.0,132.28008,Moderate
335.0,297.90073,Poor
317.0,314.78723,Very Poor
60.0,51.950382,Satisfactory
202.0,191.79831,Moderate
376.0,359.5721,Very Poor
50.0,54.98841,Satisfactory
330.0,290.9294,Poor
143.0,121.76886,Moderate
108.0,82.73781,Satisfactory
453.0,238.00092,Poor
132.0,132.28008,Moderate
294.0,290.45258,Poor
59.0,58.969543,Satisfactory
75.0,93.953255,Satisfactory
160.0,176.93404,Moderate
132.0,131.43152,Moderate
132.0,132.28008,Moderate
60.0,52.56573,Satisfactory
270.0,277.61276,Poor
208.0,177.8831,Moderate
325.0,329.20425,Very Poor
132.0,132.52385,Moderate
321.0,346.60693,Very Poor
132.0,132.54715,Moderate
120.0,145.42928,Moderate
102.0,87.07232,Satisfactory
182.0,191.62479,Moderate
124.0,136.2221,Moderate
100.0,81.722946,Satisfactory
74.0,77.78814,Satisfactory
94.0,103.55843,Moderate
113.0,135.39636,Moderate
118.0,115.657776,Moderate
132.0,132.28008,Moderate
44.0,68.29651,Satisfactory
93.0,84.56981,Satisfactory
91.0,103.46716,Moderate
504.0,448.71808,Severe
132.0,131.03278,Moderate
83.0,101.480576,Moderate
109.0,87.54126,Satisfactory
112.0,134.75566,Moderate
132.0,131.69237,Moderate
327.0,330.98215,Very Poor
253.0,295.6589,Poor
320.0,281.58502,Poor
132.0,133.24551,Moderate
77.0,103.16261,Moderate
67.0,87.10074,Satisfactory
128.0,136.9867,Moderate
571.0,480.42172,Severe
111.0,123.75438,Moderate
223.0,228.02815,Poor
132.0,132.52385,Moderate
113.0,122.14405,Moderate
336.0,257.72348,Poor
148.0,328.3963,Very Poor
183.0,128.36382,Moderate
163.0,128.73158,Moderate
132.0,132.52385,Moderate
332.0,286.296,Poor
105.0,117.287,Moderate
101.0,84.957825,Satisfactory
135.0,145.25652,Moderate
152.0,113.03263,Moderate
94.0,98.46332,Satisfactory
237.0,217.33237,Poor
132.0,132.52385,Moderate
132.0,131.17032,Moderate
314.0,274.24487,Poor
312.0,305.39066,Very Poor
110.0,107.09709,Moderate
225.0,217.97375,Poor
162.0,186.05656,Moderate
109.0,104.9862,Moderate
914.0,955.23047,Severe
132.0,132.24051,Moderate
367.0,419.69308,Severe
132.0,71.43928,Satisfactory
267.0,401.42285,Severe
228.0,200.6548,Poor
341.0,326.2806,Very Poor
190.0,190.89897,Moderate
319.0,280.47412,Poor
360.0,283.36945,Poor
322.0,301.71704,Very Poor
114.0,120.79845,Moderate
320.0,303.0716,Very Poor
92.0,96.093834,Satisfactory
212.0,140.51204,Moderate
132.0,132.52385,Moderate
96.0,103.118866,Moderate
94.0,108.718994,Moderate
122.0,112.25786,Moderate
58.0,63.81192,Satisfactory
146.0,172.84839,Moderate
181.0,152.79356,Moderate
30.0,38.995415,Good
132.0,132.21146,Moderate
246.0,202.08946,Poor
235.0,238.38106,Poor
300.0,261.2128,Poor
271.0,215.24353,Poor
132.0,112.940605,Moderate
125.0,199.267,Moderate
46.0,60.877296,Satisfactory
163.0,161.2661,Moderate
314.0,299.82422,Poor
132.0,132.52385,Moderate
158.0,180.41891,Moderate
114.0,126.47549,Moderate
132.0,130.40103,Moderate
154.0,157.53447,Moderate
124.0,113.24423,Moderate
1141.0,1075.5581,Severe
141.0,131.71674,Moderate
147.0,132.46336,Moderate
61.0,58.160896,Satisfactory
71.0,92.74956,Satisfactory
132.0,132.52385,Moderate
157.0,136.94624,Moderate
346.0,340.07318,Very Poor
113.0,107.21689,Moderate
132.0,132.52385,Moderate
102.0,96.424545,Satisfactory
89.0,103.22399,Moderate
155.0,159.9916,Moderate
147.0,162.3804,Moderate
213.0,233.07114,Poor
335.0,320.138,Very Poor
322.0,340.40924,Very Poor
266.0,239.98563,Poor
121.0,130.45927,Moderate
132.0,145.50522,Moderate
127.0,131.60928,Moderate
84.0,81.751495,Satisfactory
405.0,415.15802,Severe
136.0,77.85584,Satisfactory
335.0,345.7662,Very Poor
48.0,55.675987,Satisfactory
260.0,243.75697,Poor
477.0,512.6006,Severe
82.0,90.867935,Satisfactory
311.0,321.1413,Very Poor
124.0,216.14851,Poor
42.0,49.58975,Good
64.0,74.262054,Satisfactory
104.0,129.53845,Moderate
202.0,167.9008,Moderate
84.0,93.993,Satisfactory
222.0,201.97104,Poor
132.0,130.95119,Moderate
270.0,310.3528,Very Poor
152.0,109.43309,Moderate
80.0,52.801693,Satisfactory
132.0,131.32042,Moderate
180.0,152.00179,Moderate
110.0,103.928925,Moderate
93.0,119.54139,Moderate
68.0,81.10965,Satisfactory
170.0,109.76749,Moderate
132.0,132.52385,Moderate
155.0,154.74542,Moderate
380.0,359.0803,Very Poor
206.0,203.8148,Poor
215.0,235.96452,Poor
145.0,172.2113,Moderate
354.0,318.62277,Very Poor
254.0,266.29065,Poor
278.0,294.5085,Poor
146.0,164.10612,Moderate
50.0,60.38349,Satisfactory
69.0,77.19661,Satisfactory
132.0,131.47704,Moderate
378.0,344.69357,Very Poor
56.0,56.312252,Satisfactory
64.0,60.658924,Satisfactory
340.0,327.65366,Very Poor
303.0,264.84668,Poor
